id,timestamp,text,actual_catg,display_text_range,retweet_count,favorite_count,img_num,p1,p1_conf,rate,rate_deno,name_1
783334639985389568,2016-10-04 15:55:06,This is Dave. He's currently in a predicament. Doesn't seem to mind tho. 12/10 someone assist Dave https://t.co/nfprKAXqwu,0,98,13512,32504,2,cardigan,0.593858,12.0,10,Dave
783085703974514689,2016-10-03 23:25:55,This is Earl. He can't catch. Did his best tho. 11/10 would repair confidence with extra pats https://t.co/IsqyvbjFgM,0,93,2541,9069,1,chesapeake_bay_retriever,0.240602,11.0,10,Earl
782969140009107456,2016-10-03 15:42:44,This is Cali. She arrived preassembled. Convenient af. 12/10 appears to be rather h*ckin pettable https://t.co/vOBV1ZqVcX,0,97,8471,26849,1,seat_belt,0.474292,12.0,10,Cali
782747134529531904,2016-10-03 01:00:34,This is Deacon. He's the happiest almost dry doggo I've ever seen. 11/10 would smile back https://t.co/C6fUMnHt1H,doggo,89,1593,8276,1,golden_retriever,0.560699,11.0,10,Deacon
782722598790725632,2016-10-02 23:23:04,"This is Penny. She fought a bee and the bee won. 10/10 you're fine Penny, everything's fine https://t.co/zrMVdfFej6",0,91,6201,19173,1,irish_setter,0.574557,10.0,10,Penny
782598640137187329,2016-10-02 15:10:30,This is Timmy. He's quite large. According to a trusted source it's actually a dog wearing a dog suit. 11/10 https://t.co/BIUchFwHqn,0,108,2177,8664,1,malamute,0.8408709999999999,11.0,10,Timmy
782305867769217024,2016-10-01 19:47:08,This is Sampson. He just graduated. Ready to be a doggo now. Time for the real world. 12/10 have fun with taxes https://t.co/pgVKxRw0s1,doggo,111,6424,18547,1,briard,0.5044270000000001,12.0,10,Sampson
781955203444699136,2016-09-30 20:33:43,This is Chipson. He weighed in at .3 ounces and is officially super h*ckin smol. Space-saving af. 11/10 would snug delicately https://t.co/FjEsk7A1JV,0,125,3885,12317,1,pool_table,0.179568,11.0,10,Chipson
781661882474196992,2016-09-30 01:08:10,Who keeps sending in pictures without dogs in them? This needs to stop. 5/10 for the mediocre road https://t.co/ELqelxWMrC,0,98,3107,11586,1,pembroke,0.438087,5.0,10,0
781524693396357120,2016-09-29 16:03:01,Idk why this keeps happening. We only rate dogs. Not Bangladeshi Couch Chipmunks. Please only send dogs... 12/10 https://t.co/ya7bviQUUf,0,112,6383,23074,1,tennis_ball,0.994712,12.0,10,0
781251288990355457,2016-09-28 21:56:36,This is Oakley. He just got yelled at for going 46 in a 45. Churlish af. 11/10 would still pet so well https://t.co/xIYsa6LPA4,0,102,2430,9403,2,mexican_hairless,0.8877709999999999,11.0,10,Oakley
781163403222056960,2016-09-28 16:07:23,"We normally don't rate lobsters, but this one appears to be a really good lobster. 10/10 would pet with caution https://t.co/YkHc7U7uUy",0,111,3149,10852,1,shetland_sheepdog,0.973841,10.0,10,0
780931614150983680,2016-09-28 00:46:20,I want to finally rate this iconic puppo who thinks the parade is all for him. 13/10 would absolutely attend https://t.co/5dUYOu4b8d,puppo,108,8471,24088,1,padlock,0.731564,13.0,10,0
780858289093574656,2016-09-27 19:54:58,"This is Dash. He's very stylish, but also incredibly unimpressed with the current state of our nation. 10/10 would pet ears first https://t.co/YElO4hvXI6",0,129,2311,8007,1,chesapeake_bay_retriever,0.488555,10.0,10,Dash
780800785462489090,2016-09-27 16:06:28,This is Koda. He has a weird relationship with tall grass. Slightly concerning. 11/10 would def still pet https://t.co/KQzSR8eCsw,0,105,1493,6114,2,siberian_husky,0.951963,11.0,10,Koda
780601303617732608,2016-09-27 02:53:48,Meet Hercules. He can have whatever he wants for the rest of eternity. 12/10 would snug passionately https://t.co/mH0IOyFdIG,0,100,3810,13464,1,saint_bernard,0.995143,12.0,10,Hercules
780543529827336192,2016-09-26 23:04:13,Here's a perturbed super floof. 12/10 would snug so damn well https://t.co/VG095mi09Q,0,61,2008,7001,1,golden_retriever,0.628312,12.0,10,0
780459368902959104,2016-09-26 17:29:48,"This is Bear. Don't worry, he's not a real bear tho. Contains unreal amounts of squish. 11/10 heteroskedastic af https://t.co/coi4l1T2Sm",0,112,1221,5868,1,great_dane,0.382491,11.0,10,Bear
780192070812196864,2016-09-25 23:47:39,We only rate dogs. Pls stop sending in non-canines like this Urban Floof Giraffe. I can't handle this. 11/10 https://t.co/zHIqpM5Gni,0,108,2571,9671,1,vizsla,0.144012,11.0,10,0
779834332596887552,2016-09-25 00:06:08,This is Scout. He really wants to kiss himself. H*ckin inappropriate. 11/10 narcissistic af https://t.co/x0gV2Ck3AD,0,91,8148,21161,1,golden_retriever,0.99383,11.0,10,Scout
779377524342161408,2016-09-23 17:50:56,Have you ever seen such a smol pupper? Portable af. 12/10 would keep in shirt pocket https://t.co/KsqaIzlQ12,pupper,84,3584,9791,1,sundial,0.17092100000000002,12.0,10,0
779123168116150273,2016-09-23 01:00:13,This is Reggie. He hugs everyone he meets. 12/10 keep spreading the love Reggie https://t.co/uMfhduaate,0,79,4189,13146,1,toy_poodle,0.43108,12.0,10,Reggie
779056095788752897,2016-09-22 20:33:42,Everybody drop what you're doing and look at this dog. 13/10 must be super h*ckin rare https://t.co/I1bJUzUEW5,0,86,5202,16444,1,chihuahua,0.721188,13.0,10,0
778990705243029504,2016-09-22 16:13:51,This is Jay. He's really h*ckin happy about the start of fall. Sneaky tongue slip in 2nd pic. 11/10 snuggly af https://t.co/vyx1X5eyWI,0,110,8371,22262,2,cocker_spaniel,0.7153510000000001,11.0,10,Jay
778748913645780993,2016-09-22 00:13:04,"This is Mya (pronounced ""mmmyah?""). Her head is round af. 11/10 would pat accordingly https://t.co/1dpEuALnY0",0,85,1549,7681,1,staffordshire_bullterrier,0.351434,11.0,10,0
778650543019483137,2016-09-21 17:42:10,"Meet Strider. He thinks he's a sorority girl. Already wants to go to NYC for a weekend to say he's ""studied abroad"" 10/10 https://t.co/KYZkPuiC1l",0,121,1714,6415,1,german_shepherd,0.515699,10.0,10,Strider
778624900596654080,2016-09-21 16:00:17,This is Penny. She's a sailor pup. 11/10 would take to the open seas with https://t.co/0rRxyBQt32,0,73,1165,5166,2,airedale,0.786089,11.0,10,Penny
778408200802557953,2016-09-21 01:39:11,RIP Loki. Thank you for the good times. You will be missed by many. 14/10 https://t.co/gJKD9pst5A,0,73,4988,15089,3,pembroke,0.8483620000000001,14.0,10,0
778383385161035776,2016-09-21 00:00:35,This is Nala. She's a future Dogue model. Won't respond to my texts. 13/10 would be an honor to pet https://t.co/zP1IvAATWv,0,99,1264,6502,1,collie,0.345266,13.0,10,Nala
778286810187399168,2016-09-20 17:36:50,This is Stanley. He has too much skin. Isn't happy about it. Quite pupset actually. Still 11/10 would comfort https://t.co/hhTfnPrWfb,0,109,3804,11529,1,boston_bull,0.32207,11.0,10,Stanley
778039087836069888,2016-09-20 01:12:28,Evolution of a pupper yawn featuring Max. 12/10 groundbreaking stuff https://t.co/t8Y4x9DmVD,pupper,68,3040,9386,2,german_shepherd,0.717776,12.0,10,0
778027034220126208,2016-09-20 00:24:34,This is Sophie. She's a Jubilant Bush Pupper. Super h*ckin rare. Appears at random just to smile at the locals. 11.27/10 would smile back https://t.co/QFaUiIHxHq,pupper,137,1867,7292,1,clumber,0.946718,11.27,10,Sophie
777885040357281792,2016-09-19 15:00:20,This is Wesley. He's clearly trespassing. Seems rather h*ckin violent too. Weaponized forehead. 3/10 wouldn't let in https://t.co/pL7wbMRW7M,0,116,1882,7054,1,afghan_hound,0.123529,3.0,10,Wesley
777684233540206592,2016-09-19 01:42:24,"""Yep... just as I suspected. You're not flossing."" 12/10 and 11/10 for the pup not flossing https://t.co/SuXcI9B7pQ",0,91,3390,12468,1,cocker_spaniel,0.253442,12.0,10,0
777621514455814149,2016-09-18 21:33:11,This is Derek. You can't look at him and not smile. Must've just had a blue pupsicle. 12/10 would snug intensely https://t.co/BnVTMtUeI3,0,112,2884,9706,1,chow,0.999823,12.0,10,Derek
777189768882946048,2016-09-17 16:57:35,This is Jeffrey. He's being held so he doesn't fly away. 12/10 would set free https://t.co/d3aLyCykn7,0,77,4965,15858,2,chihuahua,0.988412,12.0,10,Jeffrey
776813020089548800,2016-09-16 16:00:31,Meet Solomon. He was arrested for possession of adorable and attempted extra pats on the head. 12/10 would post bail https://t.co/nFqLaOLUQA,0,116,1393,5420,1,toy_poodle,0.51661,12.0,10,Solomon
776477788987613185,2016-09-15 17:48:25,This is Huck. He's addicted to caffeine. Hope it's not too latte to seek help. 11/10 stay strong pupper https://t.co/iJE3F0VozW,pupper,103,3223,9823,1,labrador_retriever,0.8848389999999999,11.0,10,Huck
776218204058357768,2016-09-15 00:36:55,Atlas rolled around in some chalk and now he's a magical rainbow floofer. 13/10 please never take a bath https://t.co/nzqTNw0744,floofer,104,18343,33209,1,samoyed,0.940326,13.0,10,0
776201521193218049,2016-09-14 23:30:38,This is O'Malley. That is how he sleeps. Doesn't care what you think about it. 10/10 comfy af https://t.co/Pq150LeRaC,0,93,2890,10635,1,rottweiler,0.502228,10.0,10,0
776113305656188928,2016-09-14 17:40:06,This is Sampson. He's about to get hit with a vicious draw 2. Has no idea. 11/10 poor pupper https://t.co/FYT9QBEnKG,pupper,92,5024,13050,1,mousetrap,0.777468,11.0,10,Sampson
776088319444877312,2016-09-14 16:00:49,I can't tap the screen to make the hearts appear fast enough. 10/10 for the source of all future unproductiveness https://t.co/wOhuABgj6I,0,113,177,2037,3,web_site,0.999916,10.0,10,0
775842724423557120,2016-09-13 23:44:54,This is Blue. He was having an average day until his owner told him about Bront. 12/10 h*ckin hysterical af https://t.co/saRYTcxQeH,0,107,3083,12980,2,chow,0.520022,12.0,10,Blue
775733305207554048,2016-09-13 16:30:07,This is Anakin. He strives to reach his full doggo potential. Born with blurry tail tho. 11/10 would still pet well https://t.co/9CcBSxCXXG,doggo,115,4598,15351,1,long-horned_beetle,0.6138520000000001,11.0,10,Anakin
775729183532220416,2016-09-13 16:13:44,This girl straight up rejected a guy because he doesn't like dogs. She is my hero and I give her 13/10 https://t.co/J39lT3b0rH,0,102,5262,14298,1,web_site,0.989407,13.0,10,0
775364825476165632,2016-09-12 16:05:54,This is Finley. He's an independent doggo still adjusting to life on his own. 11/10 https://t.co/7FNcBaKbci,doggo,83,3445,8265,3,beagle,0.571229,11.0,10,Finley
775085132600442880,2016-09-11 21:34:30,This is Tucker. He would like a hug. 13/10 someone hug him https://t.co/wdgY9oHPrT,0,58,5448,17218,1,chow,0.316565,13.0,10,Tucker
774757898236878852,2016-09-10 23:54:11,This is Finley. She's a Beneboop Cumbersplash. 12/10 I'd do unspeakable things for Finley https://t.co/dS8SCbNF9P,0,89,2023,9429,1,toy_poodle,0.7199409999999999,12.0,10,Finley
774639387460112384,2016-09-10 16:03:16,This is Sprinkles. He's trapped in light jail. 10/10 would post bail for him https://t.co/4s5Xlijogu,0,76,2000,7461,1,walker_hound,0.6275930000000001,10.0,10,Sprinkles
774314403806253056,2016-09-09 18:31:54,I WAS SENT THE ACTUAL DOG IN THE PROFILE PIC BY HIS OWNER THIS IS SO WILD. 14/10 ULTIMATE LEGEND STATUS https://t.co/7oQ1wpfxIH,0,103,6425,24093,3,eskimo_dog,0.5960449999999999,14.0,10,0
773985732834758656,2016-09-08 20:45:53,Meet Winnie. She just made awkward eye contact with the driver beside her. Poor pupper panicked. 11/10 would comfort https://t.co/RFWtDqTnAz,pupper,116,4449,11869,4,giant_panda,0.451149,11.0,10,Winnie
773922284943896577,2016-09-08 16:33:46,"This is Heinrich (pronounced ""Pat""). He's a Botswanian Vanderfloof. Snazzy af bandana. 12/10 downright puptacular https://t.co/G56ikYAqFg",0,113,1980,7078,1,pomeranian,0.554331,12.0,10,0
773704687002451968,2016-09-08 02:09:06,This is Loki. He knows he's adorable. One ear always pupared. 12/10 would snug in depicted fashion forever https://t.co/OqNggd4Oio,0,106,1873,7287,2,silky_terrier,0.324251,12.0,10,Loki
773670353721753600,2016-09-07 23:52:41,This is Shakespeare. He appears to be maximum level pettable. Born with no eyes tho (tragic). 10/10 probably wise https://t.co/rA8WUVOLBr,0,113,1489,5910,1,old_english_sheepdog,0.969311,10.0,10,Shakespeare
773547596996571136,2016-09-07 15:44:53,This is Chelsea. She forgot how to dog. 11/10 get it together pupper https://t.co/nBJ5RE4yHb,pupper,68,7085,24461,1,norwegian_elkhound,0.372202,11.0,10,Chelsea
773308824254029826,2016-09-06 23:56:05,This is Bungalo. She uses that face to get what she wants. It works unbelievably well. 12/10 would never say no to https://t.co/0Fcft7jl4N,0,114,8595,25743,1,shopping_cart,0.572349,12.0,10,Bungalo
773247561583001600,2016-09-06 19:52:39,This is Chip. He's a pupholder. Comes with the car. Requires frequent pettings. Shifts for you. 10/10 innovative af https://t.co/hG5WYT9ECn,0,115,3672,10368,1,seat_belt,0.713588,10.0,10,Chip
773191612633579521,2016-09-06 16:10:20,This is Grey. He's the dogtor in charge of your checkpup today. 12/10 I'd never miss an appointment https://t.co/9HEVPJEioD,0,99,4713,11079,1,blenheim_spaniel,0.427766,12.0,10,Grey
772877495989305348,2016-09-05 19:22:09,You need to watch these two doggos argue through a cat door. Both 11/10 https://t.co/qEP31epKEV,doggo,71,4462,9525,1,tabby,0.218303,11.0,10,0
772826264096874500,2016-09-05 15:58:34,"Meet Roosevelt. He's preparing for takeoff. Make sure tray tables are in their full pupright &amp; licked position
11/10 https://t.co/7CQkn3gHOQ",0,120,2654,8820,1,basset,0.915351,11.0,10,Roosevelt
772581559778025472,2016-09-04 23:46:12,Guys this is getting so out of hand. We only rate dogs. This is a Galapagos Speed Panda. Pls only send dogs... 10/10 https://t.co/8lpAGaZRFn,0,116,1954,7167,3,newfoundland,0.574345,10.0,10,0
772193107915964416,2016-09-03 22:02:38,This is Willem. He's a Penn State pupper. Thinks the hood makes him more intimidating. It doesn't. 12/10 https://t.co/Dp0s7MRIHK,pupper,104,1596,6642,1,pembroke,0.367945,12.0,10,Willem
772152991789019136,2016-09-03 19:23:13,Here's a couple rufferees making sure all the sports are played fairly today. Both 10/10 would bribe with extra pets https://t.co/H9yjI9eo3A,0,116,1292,4168,2,golden_retriever,0.275318,10.0,10,0
772117678702071809,2016-09-03 17:02:54,Meet Jack. He's a Clemson pup. Appears to be rather h*ckin pettable. Almost makes me want to root for Clemson. 12/10 https://t.co/GHOfbTVQti,0,116,844,4153,1,labrador_retriever,0.217821,12.0,10,Jack
772114945936949249,2016-09-03 16:52:02,This is Finn. He's very nervous for the game. Has a lot of money riding on it.10/10 would attempt to comfort https://t.co/CbtNfecWiT,0,108,544,2994,1,chihuahua,0.803293,10.0,10,Finn
772102971039580160,2016-09-03 16:04:27,This is Penny. She's an OU cheerleader. About to do a triple back handspring down the stairs. 11/10 hype af https://t.co/B2f3XkGU5c,0,107,1060,4438,1,pembroke,0.54178,11.0,10,Penny
771770456517009408,2016-09-02 18:03:10,This is Davey. He'll have your daughter home by 8. Just a stand up pup. 11/10 would introduce to mom https://t.co/E6bGWf9EOm,0,100,3901,13308,1,papillon,0.53318,11.0,10,Davey
771500966810099713,2016-09-02 00:12:18,This is Dakota. He's just saying hi. That's all. 12/10 someone wave back https://t.co/1tWe5zZoHv,0,72,2992,9146,1,labrador_retriever,0.833952,12.0,10,Dakota
771380798096281600,2016-09-01 16:14:48,Meet Fizz. She thinks love is a social construct consisting solely of ideals perpetuated by mass media 11/10 woke af https://t.co/sPB5JMnWBn,0,116,5860,11692,1,collie,0.503728,11.0,10,Fizz
771136648247640064,2016-09-01 00:04:38,This is Dixie. She wants to be a ship captain. Won't let anything get in between her and her dreams. 11/10 https://t.co/8VEDZKHddR,0,106,3337,10184,1,bathtub,0.36866,11.0,10,Dixie
771102124360998913,2016-08-31 21:47:27,This is Charlie. He works for @TODAYshow. Super sneaky tongue slip here. 12/10 would pet until someone made me stop https://t.co/K5Jo7QRCvA,0,115,1648,6875,1,labrador_retriever,0.568789,12.0,10,Charlie
771014301343748096,2016-08-31 15:58:28,Another pic without a dog in it? What am I supposed to do? Rate the carpet? Fine I will. 7/10 looks adequately comfy https://t.co/OJZQ6I4gGd,0,116,1768,6998,1,meerkat,0.202335,7.0,10,0
770787852854652928,2016-08-31 00:58:39,This is Winston. His tongue has gone rogue. Doing him quite a frighten. 10/10 hang in there Winston https://t.co/d0QEbp78Yi,0,99,1407,5478,1,bernese_mountain_dog,0.787812,10.0,10,Winston
770772759874076672,2016-08-30 23:58:40,This is Sebastian. He's super h*ckin fluffy. That's really all you need to know. 11/10 would snug intensely https://t.co/lqr0NdtwQo,0,107,1611,5734,1,chow,0.979515,11.0,10,Sebastian
770655142660169732,2016-08-30 16:11:18,We only rate dogs. Pls stop sending in non-canines like this Arctic Floof Kangaroo. This is very frustrating. 11/10 https://t.co/qlUDuPoE3d,0,115,1999,8092,1,madagascar_cat,0.494803,11.0,10,0
770414278348247044,2016-08-30 00:14:12,Meet Al Cabone. He's a gangsta puppa. Rather h*ckin ruthless. Shows no mercy sometimes. 11/10 pet w extreme caution https://t.co/OUwWbEKOUV,0,115,2369,6962,1,maillot,0.5805279999999999,11.0,10,0
770293558247038976,2016-08-29 16:14:30,This is Jackson. There's nothing abnormal about him. Just your average really good dog. 10/10 https://t.co/3fEPpj0KYw,0,93,1703,6899,1,italian_greyhound,0.931668,10.0,10,Jackson
770069151037685760,2016-08-29 01:22:47,Say hello to Carbon. This is his first time swimming. He's having a h*ckin blast. 10/10 we should all be this happy https://t.co/mADHGenzFS,0,115,2633,8353,1,boston_bull,0.414965,10.0,10,Carbon
769940425801170949,2016-08-28 16:51:16,This is Klein. These pics were taken a month apart. He knows he's a stud now. 12/10 total heartthrob https://t.co/guDkLrX8zV,0,100,11050,34822,1,miniature_pinscher,0.796313,12.0,10,Klein
769695466921623552,2016-08-28 00:37:54,This is Titan. He's trying to make friends. Offering up his favorite stick. 13/10 philanthropic af https://t.co/vhrkz0dK4v,0,98,1911,7073,1,pug,0.407117,13.0,10,Titan
769212283578875904,2016-08-26 16:37:54,This is DonDon. He's way up but doesn't feel blessed. Rather uncomfortable actually. 12/10 I'll save you DonDon https://t.co/OCYLz3fjVE,0,111,1954,5963,1,golden_retriever,0.16653800000000002,12.0,10,DonDon
768970937022709760,2016-08-26 00:38:52,This is Kirby. His bowl weighs more than him. 12/10 would assist https://t.co/UlB2mzw3Xs,0,64,7503,15958,1,pomeranian,0.182358,12.0,10,Kirby
768855141948723200,2016-08-25 16:58:45,This is Jesse. He really wants a belly rub. Will be as cute as possible to achieve that goal. 11/10 https://t.co/1BxxcdVNJ8,0,99,1028,4645,1,chow,0.7202189999999999,11.0,10,Jesse
768609597686943744,2016-08-25 00:43:02,This is Lou. His sweater is too small and he already cut the tags off. Very very churlish. 10/10 would still pet https://t.co/dZPMLresEr,0,112,1378,4562,1,basenji,0.183283,10.0,10,Lou
768596291618299904,2016-08-24 23:50:10,Say hello to Oakley and Charlie. They're convinced that they each have their own stick. Nobody tell them. Both 12/10 https://t.co/J2AJdyxglH,0,116,1464,5565,1,great_pyrenees,0.729745,12.0,10,0
768473857036525572,2016-08-24 15:43:39,Meet Chevy. He had a late breakfast and now has to choose between a late lunch or an early dinner. 11/10 very pupset https://t.co/goy9053wC7,0,116,3932,15048,1,labrador_retriever,0.73917,11.0,10,Chevy
768193404517830656,2016-08-23 21:09:14,Meet Gerald. He's a fairly exotic doggo. Floofy af. Inadequate knees tho. Self conscious about large forehead. 8/10 https://t.co/WmczvjCWJq,doggo,115,4053,12104,1,lion,0.396984,8.0,10,Gerald
767884188863397888,2016-08-23 00:40:31,This is Tito. He's on the lookout. Nobody knows for what. 10/10 https://t.co/Qai481H6RA,0,63,1618,5284,3,coral_reef,0.32774000000000003,10.0,10,Tito
767754930266464257,2016-08-22 16:06:54,This is Philbert. His toilet broke and he doesn't know what to do. Trying not to panic. 11/10 furustrated af https://t.co/Nb68IsVb9O,0,108,6178,17733,1,vizsla,0.307794,11.0,10,Philbert
767500508068192258,2016-08-21 23:15:55,This is Louie. He's making quite a h*ckin mess. Doesn't seem to care. 12/10 jubilant af https://t.co/Z2g2YWPzX2,0,87,2671,8253,1,chow,0.483228,12.0,10,Louie
767191397493538821,2016-08-21 02:47:37,I don't know any of the backstory behind this picture but for some reason I'm crying. 13/10 for owner and doggo https://t.co/QOKZdus9TT,doggo,111,4372,13576,1,patio,0.708665,13.0,10,0
767122157629476866,2016-08-20 22:12:29,This is Rupert. You betrayed him with bath time but he forgives you. Cuddly af 13/10 https://t.co/IEARC2sRzC,0,84,3246,11180,2,toy_poodle,0.873841,13.0,10,Rupert
766793450729734144,2016-08-20 00:26:19,This is Rufus. He just missed out on the 100m final at Rio. Already training hard for Tokyo. 10/10 never give pup https://t.co/exrRjjJqeO,0,113,1556,5626,1,beagle,0.451697,10.0,10,Rufus
766693177336135680,2016-08-19 17:47:52,This is Brudge. He's a Doberdog. Going to be h*ckin massive one day. 11/10 would pat on head approvingly https://t.co/cTlHjEUNK8,0,104,912,4467,1,doberman,0.948355,11.0,10,Brudge
766423258543644672,2016-08-18 23:55:18,This is Shadoe. Her tongue flies out of her mouth at random. Can't have a serious conversation with her. 9/10 https://t.co/Tytt15VquG,0,109,1810,6651,2,keeshond,0.995823,9.0,10,Shadoe
766313316352462849,2016-08-18 16:38:26,This is Oscar. He has legendary eyebrows and he h*ckin knows it. Curly af too. 12/10 would hug passionately https://t.co/xuxZoObmF0,0,107,2156,7467,1,toy_poodle,0.966896,12.0,10,Oscar
766069199026450432,2016-08-18 00:28:24,This is Juno. She can see your future. 12/10 h*ckin mesmerizing af https://t.co/Z69mShifuk,0,66,997,4735,1,redbone,0.484855,12.0,10,Juno
766008592277377025,2016-08-17 20:27:34,This is Angel. She stole the @ShopWeRateDogs shirt from her owner. Fits pretty well actually. 11/10 would forgive https://t.co/jaivZ1dcUL,0,113,568,4120,1,welsh_springer_spaniel,0.7281529999999999,11.0,10,Angel
765719909049503744,2016-08-17 01:20:27,This is Brat. He has a hard time being ferocious so his owner helps out. H*ckin scary af now. 12/10 would still pet https://t.co/soxdNqZDZ2,0,115,2461,7990,1,golden_retriever,0.969518,12.0,10,Brat
765669560888528897,2016-08-16 22:00:23,This is Tove. She's a Balsamic Poinsetter. Surprisingly deadly. 12/10 snug with caution https://t.co/t6RvnVEdRR,0,87,1402,5724,1,beagle,0.993333,12.0,10,Tove
765395769549590528,2016-08-16 03:52:26,This is my dog. Her name is Zoey. She knows I've been rating other dogs. She's not happy. 13/10 no bias at all https://t.co/ep1NkYoiwB,0,110,3114,20472,1,pembroke,0.509491,13.0,10,0
765371061932261376,2016-08-16 02:14:15,This is Louie. He's had a long day. Did a lot of pupper things. Also appears to be rather heckin pettable. 11/10 https://t.co/w2qDmoTIZ5,pupper,112,2461,7813,2,golden_retriever,0.829456,11.0,10,Louie
765222098633691136,2016-08-15 16:22:20,This is Gromit. He's pupset because there's no need to beware of him. Just wants a pettin. 10/10 https://t.co/eSvz4EapHH,0,96,3881,12843,1,dalmatian,0.556595,10.0,10,Gromit
764857477905154048,2016-08-14 16:13:27,This is Aubie. He has paws for days. Nibbling tables is one of his priorities. Second only to being cuddly af. 12/10 https://t.co/cBIFBsCRz6,0,116,2016,7072,1,bernese_mountain_dog,0.7920590000000001,12.0,10,Aubie
764259802650378240,2016-08-13 00:38:30,This is Kota and her son Benedict. She doesn't know why you're staring. They are a normal family. Both 10/10 https://t.co/Q1v9BZylvZ,0,108,1735,6688,1,german_shepherd,0.973677,10.0,10,0
763837565564780549,2016-08-11 20:40:41,This is Alfie. He's touching a butt. Couldn't be happier. 11/10 https://t.co/gx3xF5mZbo,0,63,4818,13984,1,malamute,0.375098,11.0,10,Alfie
763183847194451968,2016-08-10 01:23:03,This is Clark. He collects teddy bears. It's absolutely h*ckin horrifying. 8/10 please stop this Clark https://t.co/EDMcwt86fU,0,102,1690,5981,1,miniature_poodle,0.354674,8.0,10,Clark
763103485927849985,2016-08-09 20:03:43,This is Belle. She's a Butterflop Hufflepoof. Rarer than most. Having trouble with car seat. 10/10 perturbed af https://t.co/VIXT3D26VM,0,111,2587,8120,2,seat_belt,0.685821,10.0,10,Belle
762699858130116608,2016-08-08 17:19:51,This is Leela. She's a Fetty Woof. Lost eye while saving a baby from an avalanche. 11/10 true h*ckin hero https://t.co/2lBg3ZgivD,0,105,4171,13468,1,kelpie,0.519047,11.0,10,Leela
762471784394268675,2016-08-08 02:13:34,Meet Glenn. Being in public scares him. Frighteningly relatable. 12/10 keep hangin in there Glenn (Imgur - Wuhahha) https://t.co/pA4MDKwRci,0,115,7546,12526,1,samoyed,0.540276,12.0,10,Glenn
762464539388485633,2016-08-08 01:44:46,This is Buddy. His father was a bear and his mother was a perfectly toasted marshmallow. 12/10 would snug so well https://t.co/zGSj1oUgxx,0,113,4816,11451,4,chow,0.999953,12.0,10,Buddy
762316489655476224,2016-08-07 15:56:28,This is Scout. He specializes in mid-air freeze frames. 11/10 https://t.co/sAHmwRtfSq,0,61,1288,5336,1,african_grey,0.270468,11.0,10,Scout
762035686371364864,2016-08-06 21:20:40,This left me speechless. 14/10 heckin heroic af https://t.co/3td8P3o0mB,0,47,17815,35270,1,home_theater,0.06315180000000001,14.0,10,0
761976711479193600,2016-08-06 17:26:19,This is Shelby. She finds stuff to put on her head for attention. It works really well. 12/10 talented af https://t.co/WTZ484EntP,0,105,2297,5962,3,labrador_retriever,0.475552,12.0,10,Shelby
761745352076779520,2016-08-06 02:06:59,Guys.. we only rate dogs. Pls don't send any more pics of the Loch Ness Monster. Only send in dogs. Thank you. 11/10 https://t.co/obH5vMbm1j,0,116,975,4692,1,paddle,0.393118,11.0,10,0
761672994376806400,2016-08-05 21:19:27,Ohboyohboyohboyohboyohboyohboyohboyohboyohboyohboyohboyohboyohboyohboyohboy. 10/10 for all (by happytailsresort) https://t.co/EY8kEFuzK7,0,112,33230,54793,1,gondola,0.318851,10.0,10,0
761599872357261312,2016-08-05 16:28:54,"This is Sephie. According to this picture, she can read. Fantastic at following directions. 11/10 such a good girl https://t.co/7HY9RvCudo",0,114,1330,4559,1,gordon_setter,0.240427,11.0,10,Sephie
761334018830917632,2016-08-04 22:52:29,This is Bruce. I really want to hear the joke he was told. 10/10 for chuckle pup https://t.co/ErPLjjJOKc,0,80,1658,5761,1,norwegian_elkhound,0.8229360000000001,10.0,10,Bruce
761292947749015552,2016-08-04 20:09:17,Meet Bonaparte. He's pupset because it's cloudy at the beach. Can't take any pics for his Instagram. 11/10 https://t.co/0THNOfv2Jo,0,106,1256,4937,1,standard_poodle,0.6608930000000001,11.0,10,Bonaparte
761227390836215808,2016-08-04 15:48:47,This is Albert. He just found out that bees are dying globally at an alarming rate. 10/10 heckin worried af now https://t.co/nhLX27WsDY,0,111,1766,5891,1,cougar,0.306512,10.0,10,Albert
761004547850530816,2016-08-04 01:03:17,This is Bo and Ty. Bo eats paper and Ty felt left out. 11/10 for both https://t.co/1acHQS8rvK,0,69,3933,12422,1,golden_retriever,0.735163,11.0,10,0
760893934457552897,2016-08-03 17:43:45,This is Wishes. He has the day off. Daily struggles of being a doggo have finally caught up with him. 11/10 https://t.co/H9YgrUkYwa,doggo,107,1101,4212,1,blenheim_spaniel,0.113992,11.0,10,Wishes
760656994973933572,2016-08-03 02:02:14,This is Rose. Her face is stuck like that. 11/10 would pet so heckin well https://t.co/tl3gNYdoq2,0,73,2198,7308,1,golden_retriever,0.760546,11.0,10,Rose
760641137271070720,2016-08-03 00:59:13,This is Theo. He can walk on water. Still coming to terms with it. 12/10 magical af https://t.co/8Kmuj6SFbC,0,83,1477,5455,1,axolotl,0.132695,12.0,10,Theo
760539183865880579,2016-08-02 18:14:06,This is Atlas. Swinging is his passion. 12/10 would push all day https://t.co/9k8LLjJ0uJ,0,64,4148,8354,1,samoyed,0.988013,12.0,10,Atlas
